sample_id,label,source,env,snr_db,run_tag,bin_path,fold
3361,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_475_45557.bin,train
3362,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_473_45566.bin,train
3363,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_470_45588.bin,train
3364,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_473_45624.bin,train
3365,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_475_45634.bin,train
3366,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_470_45675.bin,train
3367,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_473_45686.bin,train
3368,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_475_45719.bin,train
3369,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_473_45736.bin,train
3370,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_475_45790.bin,train
3371,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_473_45797.bin,train
3372,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_470_45793.bin,train
3373,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_473_45849.bin,train
3374,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_475_45853.bin,train
3375,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_470_45873.bin,train
3376,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_473_45901.bin,train
3377,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_475_45921.bin,train
3378,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_473_45953.bin,train
3379,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_475_45989.bin,train
3380,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_473_46013.bin,train
3381,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_470_46015.bin,train
3382,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_475_46066.bin,train
3383,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_473_46069.bin,train
3384,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_470_46116.bin,train
3385,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_473_46133.bin,train
3386,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_475_46157.bin,train
3387,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_473_46198.bin,train
3388,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_470_46204.bin,train
3389,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_475_46226.bin,train
3390,drone_binary,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_40_5940.bin,train
3391,drone_binary,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_43_6066.bin,train
3392,Elephant,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_437_42882.bin,train
3393,Elephant,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_438_42991.bin,train
3394,Elephant,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_440_43108.bin,train
3395,Elephant,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_444_43165.bin,train
3396,Elephant,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_445_43209.bin,train
3397,Elephant,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_455_43487.bin,train
3398,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_270_24557.bin,train
3399,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_271_24607.bin,train
3400,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_270_24623.bin,train
3401,drone_bebop,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_579_58660.bin,train
3402,drone_bebop,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_343_30524.bin,train
3403,Frog,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_650_68606.bin,train
3404,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_601_64554.bin,train
3405,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_601_64676.bin,train
3406,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_601_64730.bin,train
3407,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_618_64898.bin,train
3408,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_619_64898.bin,train
3409,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_618_64973.bin,train
3410,Frog,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_491_47004.bin,train
3411,Frog,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_492_47007.bin,train
3412,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_580_59142.bin,train
3413,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_581_59144.bin,train
3414,Lion,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_580_59298.bin,train
3415,drone_bebop,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_322_28644.bin,train
3416,drone_bebop,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_326_28665.bin,train
3417,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_6_2836.bin,train
3418,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_20_3567.bin,train
3419,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_22_3866.bin,train
3420,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_27_4261.bin,train
3421,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_28_4286.bin,train
3422,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_29_4306.bin,train
3423,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_27_4380.bin,train
3424,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_27_4463.bin,train
3425,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_34_4550.bin,train
3426,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_35_4620.bin,train
3427,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_36_4624.bin,train
3428,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_35_4754.bin,train
3429,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_35_4836.bin,train
3430,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_36_4844.bin,train
3431,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_36_5091.bin,train
3432,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_36_5226.bin,train
3433,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_36_5427.bin,train
3434,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_36_5549.bin,train
3435,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_98_8580.bin,train
3436,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_131_10333.bin,train
3437,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_131_10439.bin,train
3438,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_131_10500.bin,train
3439,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_131_10589.bin,train
3440,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_131_10687.bin,train
3441,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_131_10796.bin,train
3442,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_131_10890.bin,train
3443,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_131_10999.bin,train
3444,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_131_11060.bin,train
3445,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_131_11125.bin,train
3446,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_131_11198.bin,train
3447,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_131_11287.bin,train
3448,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_131_11357.bin,train
3449,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_131_11478.bin,train
3450,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_137_11627.bin,train
3451,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_139_11779.bin,train
3452,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_140_11817.bin,train
3453,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_139_11907.bin,train
3454,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_139_11972.bin,train
3455,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_139_12086.bin,train
3456,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_139_12231.bin,train
3457,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_139_12383.bin,train
3458,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_139_12526.bin,train
3459,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_146_12557.bin,train
3460,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_139_12612.bin,train
3461,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_139_12711.bin,train
3462,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_147_12757.bin,train
3463,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_139_12787.bin,train
3464,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_139_12884.bin,train
3465,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_139_12966.bin,train
3466,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_139_13050.bin,train
3467,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_147_13055.bin,train
3468,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_168_13967.bin,train
3469,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_168_14080.bin,train
3470,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_168_14187.bin,train
3471,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_168_14391.bin,train
3472,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_174_15059.bin,train
3473,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_184_15146.bin,train
3474,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_185_15241.bin,train
3475,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_184_15299.bin,train
3476,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_184_15395.bin,train
3477,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_184_15510.bin,train
3478,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_184_15580.bin,train
3479,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_184_15653.bin,train
3480,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_15791.bin,train
3481,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_15900.bin,train
3482,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_16014.bin,train
3483,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_16095.bin,train
3484,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_16187.bin,train
3485,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_190_16255.bin,train
3486,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_16278.bin,train
3487,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_16365.bin,train
3488,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_16437.bin,train
3489,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_16523.bin,train
3490,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_16583.bin,train
3491,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_16651.bin,train
3492,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_16746.bin,train
3493,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_16814.bin,train
3494,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_16919.bin,train
3495,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_17035.bin,train
3496,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_17113.bin,train
3497,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_17211.bin,train
3498,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_17317.bin,train
3499,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_17373.bin,train
3500,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_17430.bin,train
3501,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_17541.bin,train
3502,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_17605.bin,train
3503,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_17692.bin,train
3504,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_17765.bin,train
3505,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_187_17835.bin,train
3506,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_199_18066.bin,train
3507,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_203_18223.bin,train
3508,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_203_18300.bin,train
3509,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_206_18537.bin,train
3510,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_206_18603.bin,train
3511,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_206_18684.bin,train
3512,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_206_18755.bin,train
3513,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_206_18816.bin,train
3514,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_206_18870.bin,train
3515,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_206_18926.bin,train
3516,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_206_18987.bin,train
3517,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_20305.bin,train
3518,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_20365.bin,train
3519,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_20429.bin,train
3520,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_20502.bin,train
3521,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_20559.bin,train
3522,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_20613.bin,train
3523,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_20685.bin,train
3524,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_20752.bin,train
3525,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_20806.bin,train
3526,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_20871.bin,train
3527,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_20961.bin,train
3528,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_21038.bin,train
3529,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_21112.bin,train
3530,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_21178.bin,train
3531,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_21258.bin,train
3532,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_21310.bin,train
3533,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_218_21360.bin,train
3534,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_265_23588.bin,train
3535,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_265_23772.bin,train
3536,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_265_23979.bin,train
3537,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_265_24065.bin,train
3538,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_265_24133.bin,train
3539,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_285_25418.bin,train
3540,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_285_25559.bin,train
3541,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_288_25599.bin,train
3542,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_288_25780.bin,train
3543,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_288_25920.bin,train
3544,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_288_26027.bin,train
3545,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_288_26144.bin,train
3546,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_288_26233.bin,train
3547,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_288_26393.bin,train
3548,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_288_26500.bin,train
3549,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_288_26791.bin,train
3550,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_288_26899.bin,train
3551,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_288_27075.bin,train
3552,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_316_28208.bin,train
3553,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_337_29896.bin,train
3554,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_341_30436.bin,train
3555,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_341_30511.bin,train
3556,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_347_30987.bin,train
3557,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_355_31507.bin,train
3558,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_362_31937.bin,train
3559,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_363_32133.bin,train
3560,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_364_32204.bin,train
3561,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_366_32497.bin,train
3562,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_376_33440.bin,train
3563,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_376_33529.bin,train
3564,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_376_33625.bin,train
3565,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_376_33722.bin,train
3566,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_376_33802.bin,train
3567,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_376_33901.bin,train
3568,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_376_33992.bin,train
3569,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_376_34126.bin,train
3570,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_376_34237.bin,train
3571,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_376_34341.bin,train
3572,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_376_34678.bin,train
3573,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_382_35308.bin,train
3574,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_384_35380.bin,train
3575,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_382_35503.bin,train
3576,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_382_35605.bin,train
3577,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_382_35760.bin,train
3578,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_382_35860.bin,train
3579,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_382_35919.bin,train
3580,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_382_36029.bin,train
3581,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_382_36146.bin,train
3582,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_388_37850.bin,train
3583,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_388_38060.bin,train
3584,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_419_40503.bin,train
3585,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_420_41270.bin,train
3586,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_467_44284.bin,train
3587,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_480_46383.bin,train
3588,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_488_47101.bin,train
3589,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_486_47170.bin,train
3590,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_488_47224.bin,train
3591,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_486_47235.bin,train
3592,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_486_47310.bin,train
3593,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_486_47381.bin,train
3594,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_488_47440.bin,train
3595,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_486_47455.bin,train
3596,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_486_47529.bin,train
3597,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_486_47605.bin,train
3598,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_488_47637.bin,train
3599,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_486_47701.bin,train
3600,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_486_47780.bin,train
3601,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_488_47827.bin,train
3602,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_486_47845.bin,train
3603,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_486_47914.bin,train
3604,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_486_47985.bin,train
3605,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_513_49762.bin,train
3606,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_513_49910.bin,train
3607,background,mixed,first,~11dB,g2,/Users/abhinav/research/experiments/odas/logs_g2/patch_513_50033.bin,train
